Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop
39.0,77.0,21.0,22.99774444,60.24218572,4.603563116,159.689339,PigeonPeas
36.0,7.0,37.0,19.8671184,86.35590206,5.782435567,108.3168858,Pomegranate
54.0,39.0,36.0,29.112312,73.143087,6.599161,909.083393,Soyabean
31.0,36.0,29.0,33.93679864,52.72170281,6.460542749,97.4611918,Mango
85.0,89.0,51.0,29.21144871,84.70189923,6.158164422,108.5501443,Banana
55.0,60.0,15.0,32.79766751,68.77994074,7.163043872,64.11411069,Blackgram
35.0,46.0,69.0,21.569955,54.453856,6.735529,556.346897,Onion
26.0,80.0,83.0,17.08498521,16.14565756,7.528599957,71.31007253,ChickPea
118.0,18.0,52.0,28.04943594,90.83130708,6.562832807,20.76223014,Muskmelon
61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,Rice
6.0,77.0,25.0,20.61162204,24.36314135,5.792744849,69.63833855,KidneyBeans
12.0,129.0,205.0,22.36238282,91.15761594,6.119432215,118.6832725,Apple
4.0,40.0,26.0,27.58258929,48.56916221,6.720041791,95.8445641,Mango
89.0,83.0,47.0,28.09577643,77.79586769,5.63127166,109.5408614,Banana
44.0,47.0,45.0,38.73218907,94.73613484,6.579441304,218.142147,Papaya
61.0,33.0,37.0,23.77941,69.164055,6.54212,910.140617,Soyabean
1.0,66.0,23.0,19.54317155,56.92831399,4.803564468,173.1686574,PigeonPeas
101.0,70.0,48.0,25.36059237,75.03193255,6.012696655,116.5531455,Banana
64.0,38.0,47.0,23.693008,75.120493,6.344994,693.823674,SweetPotato
20.0,142.0,196.0,10.89875873,80.01639435,6.207600783,68.69420397,Grapes
78.0,40.0,38.0,26.46428311,83.85642678,7.549873681,248.2256491,Rice
21.0,78.0,19.0,27.16159076,66.76017239,6.92009048,69.85112265,Blackgram
43.0,68.0,81.0,17.47809436,17.93253975,6.761599706,78.92060234,ChickPea
40.0,46.0,30.0,21.322149,58.413865,6.629911,532.774827,Onion
73.0,35.0,50.0,22.807575,65.356121,5.560304,769.821733,Tobacco
38.0,49.0,65.0,20.831044,52.914165,7.102835,446.167573,Onion
77.0,51.0,44.0,23.25583402,82.7015932,7.124333547,166.2160846,Jute
36.0,42.0,79.0,21.235542,54.530296,6.785691,619.602425,Onion
73.0,19.0,49.0,18.337984,77.974995,4.478544,2307.497277,Tea
122.0,36.0,118.0,29.781498,75.657429,7.045372,1568.527971,Sugarcane
20.0,29.0,27.0,25.09897688,92.36099489,6.047044342,157.7592626,Coconut
58.0,36.0,48.0,25.352006,91.115097,6.309368,2043.977798,Vanilla
42.0,74.0,83.0,19.2582557,14.2804191,7.545258424,65.78042032,ChickPea
37.0,37.0,36.0,18.555608,76.885648,6.152389,743.959627,GardenBean
25.0,15.0,27.0,30.122712,74.908971,5.103889,1060.030484,Cassava
97.0,22.0,50.0,26.26028739,86.14585891,6.7698938,58.97878791,Watermelon
68.0,41.0,60.0,21.630376,73.281748,5.409519,820.325383,Tobacco
19.0,65.0,25.0,18.09551014,18.29318436,5.625096446,144.7902323,KidneyBeans
95.0,74.0,50.0,25.90113128,80.47152737,6.002481605,110.10323,Banana
85.0,37.0,39.0,24.52783742,82.73685569,6.364134968,224.6757231,Rice
52.0,23.0,66.0,22.948892,65.871098,6.502126,734.450666,SweetPotato
33.0,143.0,204.0,21.1316077,91.95769858,5.814434775,122.5391946,Apple
105.0,74.0,45.0,25.14517635,81.38204104,6.098369122,119.218154,Banana
111.0,5.0,55.0,26.283443,84.42478917,6.520663422,50.78669728,Watermelon
33.0,73.0,23.0,29.23540524,59.38967583,5.985792703,103.3301803,PigeonPeas
45.0,22.0,37.0,29.791102,44.228775,6.904025,444.42295,Sorghum
27.0,30.0,31.0,28.98545306,90.73966792,5.718120393,148.8398374,Coconut
14.0,25.0,30.0,26.398424,75.337024,5.457502,1278.879917,Cassava
37.0,33.0,39.0,24.94503,63.265745,6.499327,875.256885,Groundnut
60.0,27.0,51.0,22.132211,88.89768,6.128307,2066.134229,Vanilla
21.0,74.0,15.0,29.49096726,67.10604388,6.471862118,153.2504506,PigeonPeas
42.0,67.0,77.0,18.99424448,15.9362937,7.114405288,78.69707199,ChickPea
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,74.58565097,ChickPea
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,67.72777298,Maize
3.0,67.0,24.0,17.00067625,19.90790546,5.520880014,103.2926407,KidneyBeans
94.0,50.0,37.0,25.66585205,80.66385045,6.94801983,209.5869708,Rice
3.0,23.0,30.0,29.70143197,95.65754365,6.078807239,215.1968037,Coconut
78.0,38.0,61.0,24.117391,67.396299,5.520196,621.527223,Tobacco
23.0,37.0,24.0,28.77833449,44.2252605,7.991902443,33.95825723,MothBeans
0.0,65.0,24.0,28.49584395,62.44616219,7.841496029,53.14531023,Lentil
30.0,65.0,25.0,32.88733849,64.59457409,7.70650895,71.50569456,Blackgram
47.0,27.0,45.0,26.00152,64.068453,5.969138,727.326135,SweetPotato
14.0,75.0,24.0,24.54757829,57.3414485,6.436160044,118.3606557,PigeonPeas
27.0,61.0,18.0,33.30711818,67.07780816,5.266227032,108.5090168,PigeonPeas
121.0,55.0,93.0,30.712923,69.985866,7.317974,1772.001023,Sugarcane
18.0,14.0,11.0,28.04799508,90.00621688,6.550814117,117.1311498,Orange
96.0,86.0,51.0,29.90888522,76.98740841,6.257369799,91.99964712,Banana
22.0,70.0,19.0,18.23775702,21.07643273,5.515615023,69.44951585,KidneyBeans
77.0,57.0,21.0,24.9321581,73.80435276,6.550563823,79.74078719,Maize
28.0,58.0,25.0,27.4818649,62.04814951,6.861640036,37.81123974,Lentil
44.0,18.0,34.0,25.096133,45.480777,6.699712,680.114459,SunflowerSeed
117.0,76.0,47.0,25.56202173,77.38229006,6.119216009,93.10247183,Banana
42.0,59.0,55.0,40.10207731,94.35110201,6.979102243,149.1199989,Papaya
6.0,63.0,23.0,26.01630259,49.94704718,5.906596905,160.3337447,PigeonPeas
21.0,17.0,27.0,33.569391,43.207775,6.677263,343.383837,Millet
96.0,33.0,78.0,28.246838,79.981763,6.292929,1899.387439,Cocoa
91.0,35.0,39.0,23.79391957,80.41817957,6.970859754,206.2611855,Rice
106.0,33.0,63.0,27.468343,77.761687,6.389352,1972.09297,Cocoa
37.0,18.0,39.0,24.1469628,94.5110662,6.424670614,110.2316633,Pomegranate
32.0,11.0,27.0,29.348028,36.32658,5.655167,446.659668,Millet
85.0,21.0,52.0,29.62800691,90.10051615,6.075144116,23.69586761,Muskmelon
53.0,47.0,68.0,17.507134,49.316246,7.125124,575.624942,Onion
35.0,22.0,35.0,28.929344,43.388816,5.849471,566.357987,Sorghum
16.0,65.0,16.0,18.13027797,62.45851612,6.078724107,50.6128521,Lentil
38.0,56.0,25.0,25.74095321,45.38497051,7.88118645,67.43488235,MothBeans
12.0,80.0,19.0,21.91041045,65.21662467,5.962001484,36.10211371,Lentil
26.0,35.0,31.0,33.44619894,53.05980465,5.339556562,98.05089394,Mango
37.0,135.0,205.0,11.82768186,80.2827185,5.510924849,74.10225057,Grapes
31.0,27.0,48.0,26.367855,68.214619,5.763514,819.268878,SweetPotato
20.0,69.0,15.0,23.44260668,22.77255917,5.934136378,107.4137246,KidneyBeans
63.0,50.0,52.0,28.64555584,93.22642604,6.751747609,115.8163936,Papaya
37.0,66.0,85.0,20.93175255,18.91295403,6.456148474,78.06910795,ChickPea
75.0,25.0,50.0,22.791982,60.992101,5.587412,790.609402,Tobacco
42.0,30.0,37.0,19.562485,81.42242,5.8,720.575749,GardenBean
38.0,132.0,197.0,20.42094753,81.54185044,5.931101816,66.93065667,Grapes
28.0,19.0,39.0,30.638349,42.156964,6.429259,463.740127,Sorghum
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,Maize
1.0,76.0,19.0,24.18553163,46.68746847,6.669529416,177.3377996,PigeonPeas
34.0,37.0,35.0,19.208177,70.930078,6.31596,678.395656,GardenBean
20.0,68.0,23.0,25.54960633,63.95425534,7.707332484,63.1830529,Blackgram
14.0,74.0,19.0,18.39759147,36.82639309,6.624966131,93.12330644,PigeonPeas
113.0,38.0,271.0,22.693257,87.384217,5.807649,1911.653854,Plantain
76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,Rice
60.0,37.0,38.0,25.700994,91.009934,6.150474,2152.403315,Vanilla
110.0,39.0,25.0,22.60612115,77.34264002,7.208795456,75.13617229,Cotton
92.0,11.0,47.0,18.84559,86.639791,5.123437,2109.525434,Tea
47.0,43.0,41.0,19.757488,84.771296,6.527911,708.337469,GardenBean
0.0,123.0,205.0,22.02775403,92.96129462,5.790993052,121.1349176,Apple
131.0,35.0,18.0,24.49112609,82.24415809,7.057693366,64.02949379,Cotton
125.0,34.0,135.0,26.457931,78.798792,6.037734,1623.363246,Plantain
41.0,22.0,52.0,20.564429,72.658789,6.389727,702.258929,GardenBean
23.0,55.0,16.0,21.01142393,69.69141302,5.111488821,185.2039114,PigeonPeas
24.0,131.0,196.0,22.03296178,83.74372787,5.732453638,65.34440794,Grapes
61.0,59.0,17.0,23.33844615,59.24580604,6.47444292,105.0083144,Maize
43.0,24.0,31.0,28.757555,68.423552,6.64078,721.169238,Groundnut
101.0,87.0,54.0,29.07311132,76.50045221,6.376756633,100.1692639,Banana
67.0,35.0,22.0,23.30546753,63.24648023,6.385684214,108.7603001,Maize
53.0,67.0,17.0,31.77681682,69.01852894,7.296972161,61.46892873,Blackgram
40.0,25.0,45.0,23.021221,59.987851,6.840069,575.28543,SunflowerSeed
17.0,74.0,17.0,26.03026959,69.55863145,7.393210848,37.11395801,Lentil
42.0,44.0,28.0,28.096307,70.154346,6.647836,972.454862,Soyabean
93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,195.0948311,Rice
9.0,141.0,202.0,21.01245395,81.17931863,6.119495295,66.38448261,Grapes
97.0,59.0,43.0,26.35927159,84.04403589,6.286500176,271.3586137,Rice
73.0,20.0,59.0,15.694491,82.134933,4.712501,2370.273626,Tea
130.0,44.0,181.0,26.306008,76.356432,6.384948,2100.614144,Plantain
7.0,60.0,25.0,28.2753171,82.76020821,6.397636709,56.04995423,MungBean
55.0,30.0,37.0,17.507118,77.19484,6.338968,675.307671,GardenBean
167.0,48.0,195.0,20.235336,73.021744,6.21204,1880.517893,Plantain
27.0,62.0,77.0,18.19737048,14.71070537,6.576415562,70.18185181,ChickPea
93.0,27.0,72.0,31.539826,83.091482,5.752234,2086.239728,Cocoa
22.0,59.0,23.0,27.32220619,51.27868781,4.371745575,36.5037914,MothBeans
80.0,34.0,75.0,25.805712,88.56663,6.159943,1811.697808,Cocoa
29.0,142.0,203.0,29.67229086,83.71498986,5.891195653,66.48490371,Grapes
21.0,10.0,21.0,26.409219,43.014293,6.348496,422.229652,SesameSeed
90.0,29.0,65.0,25.445831,84.513233,5.606562,1886.982381,Cocoa
95.0,82.0,48.0,27.39489579,83.31172003,5.719014989,92.78133617,Banana
118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,Watermelon
74.0,46.0,45.0,25.75734909,88.36668522,6.025028997,189.4263485,Jute
23.0,5.0,44.0,21.20725375,94.26304717,7.16300467,107.5660804,Pomegranate
25.0,17.0,24.0,30.190976,43.698138,6.448581,503.660697,SesameSeed
30.0,122.0,197.0,21.37784654,92.72043743,5.573241391,106.1417017,Apple
37.0,56.0,48.0,21.163484,63.785254,6.769156,353.72753,Onion
37.0,10.0,32.0,28.96318258,95.16333673,6.165084855,222.803013,Coconut
31.0,60.0,24.0,25.40474421,65.8567539,7.722335992,51.92057267,Lentil
40.0,140.0,195.0,14.97846952,80.49979873,6.294395676,71.63437433,Grapes
38.0,12.0,21.0,30.150867,49.760932,7.010561,531.237188,Sorghum
82.0,29.0,39.0,22.500213,60.476521,5.481553,688.678811,Tobacco
23.0,33.0,39.0,27.035487,72.793643,6.8444,1008.862693,Groundnut
70.0,25.0,75.0,21.656753,76.058903,5.464529,500.0,SweetPotato
27.0,72.0,17.0,28.98039357,57.23265151,6.347929353,120.7435664,PigeonPeas
11.0,36.0,33.0,35.99009679,52.22780489,5.978634285,95.3713484,Mango
45.0,59.0,53.0,16.457916,64.692164,7.313555,513.023729,Onion
33.0,30.0,35.0,28.729447,67.730014,6.027544,1039.728869,Groundnut
104.0,23.0,47.0,26.98212846,86.70068316,6.770434148,42.91292205,Watermelon
94.0,39.0,64.0,28.889184,89.661798,6.391268,2280.83138,Cocoa
35.0,36.0,32.0,20.256345,75.223791,6.018887,672.262852,GardenBean
0.0,133.0,200.0,23.67287749,90.4935574,5.708418722,104.2298028,Apple
52.0,29.0,57.0,26.147974,75.784523,6.490082,759.549683,SweetPotato
98.0,32.0,80.0,25.937788,84.229241,5.561772,2268.186342,Cocoa
49.0,27.0,59.0,25.634788,68.855906,5.452209,796.996765,SweetPotato
46.0,12.0,29.0,33.421227,43.751299,6.798992,358.473928,Sorghum
77.0,58.0,19.0,22.8056033,56.50768935,5.791649933,101.5952794,Maize
33.0,29.0,43.0,21.609092,72.116233,6.236352,640.448061,GardenBean
112.0,41.0,258.0,25.83744,80.948569,6.519554,1827.20362,Plantain
32.0,73.0,81.0,20.45078582,15.40312102,5.988992796,92.68373702,ChickPea
105.0,88.0,54.0,25.78749808,84.51194224,6.020445317,114.2005455,Banana
98.0,53.0,38.0,20.26707606,81.63895217,5.01450727,270.4417274,Rice
120.0,20.0,34.0,23.56960509,50.56339727,6.906124587,130.3797119,Coffee
29.0,11.0,5.0,23.13338811,91.94670335,7.639788459,104.4224145,Orange
44.0,45.0,23.0,26.550486,60.0,6.736851,795.067722,Soyabean
35.0,17.0,40.0,33.217107,35.047537,6.157737,448.156193,Millet
38.0,30.0,43.0,27.294271,74.901303,6.629118,750.6549,Soyabean
22.0,64.0,82.0,19.48974337,17.17260319,6.4740245,87.51312796,ChickPea
61.0,37.0,66.0,27.846269,85.05211,5.950499,2250.299366,Cocoa
40.0,58.0,75.0,18.59190771,14.77959596,7.168096055,89.60982451,ChickPea
101.0,35.0,83.0,30.111388,77.971121,6.8,1822.373047,Cocoa
126.0,37.0,21.0,25.84997269,84.16855231,6.61448588,77.03421249,Cotton
69.0,33.0,56.0,22.09344,82.937454,6.137929,1905.532999,Vanilla
40.0,64.0,47.0,32.50037548,93.47888842,6.893509446,71.73759526,Papaya
48.0,29.0,32.0,24.131527,91.37516,6.319687,1855.251031,Vanilla
87.0,38.0,29.0,25.20406808,57.88370456,6.652642579,156.1457255,Coffee
37.0,18.0,30.0,27.63551259,99.34854917,6.38488418,157.9171537,Coconut
53.0,20.0,40.0,27.864394,45.651358,6.983847,459.28291,Sorghum
31.0,30.0,29.0,26.58580443,90.98617591,5.558807063,178.8116076,Coconut
29.0,45.0,16.0,28.43683487,87.91332682,6.583381939,43.12063289,MungBean
1.0,30.0,29.0,28.33333307,51.39586505,6.434197756,91.67241761,Mango
22.0,68.0,16.0,27.70496805,63.20915034,7.74672376,37.46160727,Lentil
35.0,25.0,66.0,23.791607,57.079659,6.20007,583.762347,SweetPotato
83.0,15.0,49.0,28.92705913,91.39356832,6.438008153,23.20076686,Muskmelon
9.0,57.0,24.0,29.89232778,89.71503316,7.165121109,42.99498978,MungBean
32.0,48.0,18.0,26.45707778,56.40226277,5.993513566,64.16167699,MothBeans
60.0,46.0,22.0,24.89364635,65.61418761,6.625404348,87.9298085,Maize
22.0,34.0,46.0,27.427153,70.976015,6.572233,891.820576,Groundnut
50.0,64.0,25.0,28.84079155,63.37230676,6.734447425,70.25496749,Blackgram
4.0,47.0,20.0,25.97948991,64.95585424,4.193189124,72.19245835,MothBeans
41.0,62.0,15.0,29.38400259,64.14928485,7.358974541,65.24194361,Blackgram
73.0,33.0,39.0,23.889641,87.928288,6.263773,2197.842365,Vanilla
81.0,18.0,50.0,26.44019475,80.91934337,6.507110986,47.81847573,Watermelon
60.0,55.0,36.0,26.12797248,80.49172597,7.132389299,150.6326874,Jute
16.0,16.0,35.0,27.945037,60.085505,4.758406,1175.317146,Cassava
137.0,48.0,113.0,30.745173,75.432919,5.5,1392.725048,Sugarcane
33.0,14.0,35.0,27.14865285,96.66355213,6.027707171,149.2433497,Coconut
42.0,60.0,47.0,33.46873719,92.12746225,6.834808348,136.8277041,Papaya
111.0,88.0,55.0,29.44795403,78.34971537,5.505393833,96.45042585,Banana
42.0,22.0,70.0,25.157362,69.099666,5.690595,852.43258,SweetPotato
25.0,9.0,27.0,28.468158,59.21719,5.255437,745.356367,Cassava
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,Maize
108.0,72.0,46.0,25.16278237,84.97849241,6.110844721,90.94554618,Banana
22.0,13.0,30.0,30.060932,35.199769,6.628394,343.071542,Millet
46.0,38.0,31.0,24.100811,72.839193,6.37833,990.778603,Soyabean
21.0,20.0,31.0,25.60033702,99.7240104,5.855457599,165.8248732,Coconut
78.0,58.0,15.0,25.00933355,67.816568,6.528631266,62.91359494,Maize
78.0,58.0,44.0,26.80079604,80.88684822,5.108681786,284.4364567,Rice
1.0,76.0,17.0,28.43430726,52.10010827,6.012719118,147.0414824,PigeonPeas
12.0,63.0,17.0,18.358923,19.37703396,5.717143397,138.414764,KidneyBeans
40.0,28.0,39.0,30.663961,32.089108,6.356108,478.838813,Sorghum
200.0,38.0,204.0,25.72031,85.365397,5.913875,1426.914463,Plantain
39.0,60.0,15.0,35.09357419,30.98685456,5.004074624,116.9106908,PigeonPeas
38.0,14.0,37.0,21.80523051,94.63612858,6.658402594,102.6488846,Pomegranate
14.0,67.0,15.0,19.56376468,24.67385131,5.690065688,139.2921004,KidneyBeans
46.0,76.0,77.0,18.2356751,19.68538502,6.967843048,83.74879344,ChickPea
76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,64.23845455,Maize
106.0,20.0,51.0,29.73019662,90.97015715,6.342573112,20.49035619,Muskmelon
113.0,41.0,75.0,29.505782,81.63954,5.359454,1809.178602,Cocoa
22.0,37.0,20.0,27.62749466,86.49366929,6.605733068,39.26137642,MungBean
79.0,16.0,35.0,20.546345,82.497135,5.408375,1591.84946,Tea
38.0,138.0,204.0,25.11108456,83.25447587,6.325480034,73.01026829,Grapes
0.0,19.0,31.0,25.51791333,94.38420565,6.271952833,178.7297725,Coconut
20.0,40.0,20.0,27.857225,65.410452,6.755856,896.654531,Groundnut
117.0,43.0,25.0,24.68854799,78.51206972,7.839849298,69.31153566,Cotton
54.0,40.0,42.0,24.287693,79.909804,6.246,842.904547,Soyabean
30.0,33.0,35.0,28.785932,74.352681,6.066291,892.584366,Groundnut
52.0,58.0,16.0,30.64095781,61.14508627,7.167435834,71.36947525,Blackgram
86.0,55.0,135.0,27.020215,73.001774,6.3756,1565.156963,Sugarcane
35.0,25.0,67.0,22.301485,78.352014,5.845111,741.450631,SweetPotato
63.0,26.0,36.0,25.908175,72.327247,6.282775,836.463964,Soyabean
35.0,68.0,45.0,42.93605359,90.09448142,6.612429546,234.8466111,Papaya
69.0,20.0,60.0,21.176289,85.880745,4.871967,2257.20329,Tea
45.0,29.0,42.0,21.262001,70.656944,5.976823,788.130961,GardenBean
6.0,47.0,18.0,29.16174608,80.28038146,6.715276663,40.16545979,MungBean
37.0,18.0,23.0,26.787346,41.683818,6.297672,370.676506,Millet
106.0,40.0,30.0,23.42611644,64.10651528,6.779984384,122.6847408,Coffee
45.0,47.0,55.0,38.4191628,91.14220381,6.751452932,119.2653877,Papaya
148.0,43.0,185.0,23.888077,95.0,6.076566,1679.702206,Plantain
91.0,35.0,38.0,24.8972823,80.52586088,6.13428721,183.6793207,Rice
36.0,29.0,49.0,18.321682,56.841503,6.339103,389.182668,SunflowerSeed
71.0,52.0,18.0,25.10787449,55.97732754,5.790770203,78.16077693,Maize
39.0,65.0,53.0,35.33294932,92.11508608,6.560743093,235.6133585,Papaya
29.0,70.0,15.0,30.33499674,63.54718862,6.872594461,74.16699119,Blackgram
21.0,31.0,32.0,35.38598705,51.42664176,5.254532213,90.29643888,Mango
28.0,145.0,202.0,19.2077707,82.9042841,6.484323189,66.83113717,Grapes
76.0,57.0,18.0,18.9802729,74.52600826,6.092725883,94.26249353,Maize
7.0,11.0,32.0,29.25902906,95.11294697,5.542169139,184.7624496,Coconut
28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,95.04871605,Mango
27.0,59.0,22.0,21.81167649,23.20591245,5.794158504,130.0608093,KidneyBeans
44.0,59.0,78.0,20.67526473,19.85388984,7.599033472,84.78344008,ChickPea
126.0,38.0,23.0,25.36243778,83.63276077,6.176716425,88.43618918,Cotton
108.0,61.0,116.0,26.636909,72.82121,6.363485,2500.0,Sugarcane
33.0,58.0,24.0,35.45790488,68.75810535,5.269504214,108.6333046,PigeonPeas
86.0,17.0,73.0,17.766187,86.96992,5.253477,1696.912459,Tea
6.0,59.0,21.0,26.58972517,66.14007674,6.139215944,50.90994463,Lentil
26.0,16.0,36.0,29.922453,68.342069,5.019409,729.830355,Cassava
69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,106.6213157,Maize
24.0,50.0,47.0,19.191085,56.235476,6.636057,572.181712,Onion
7.0,77.0,18.0,20.5591255,60.54880693,6.655918078,191.0895109,PigeonPeas
64.0,21.0,58.0,16.204808,81.833195,5.16487,2072.557496,Tea
71.0,27.0,40.0,21.185347,57.400993,5.815289,817.796997,Tobacco
77.0,55.0,43.0,25.49941707,75.99987588,6.663559451,193.7141828,Jute
9.0,38.0,25.0,34.58561471,50.34035336,5.497946899,100.3060719,Mango
94.0,54.0,117.0,33.677563,82.32777,5.885409,2025.961455,Sugarcane
35.0,30.0,49.0,25.564828,86.611354,6.443504,2369.220685,Vanilla
108.0,89.0,53.0,29.12036889,80.18080728,5.908770059,112.3982055,Banana
77.0,32.0,56.0,27.053634,61.740244,6.180435,788.767988,Tobacco
44.0,74.0,85.0,20.18649426,19.63719995,7.150681303,78.26039559,ChickPea
13.0,126.0,204.0,23.1094265,92.79630809,6.383180271,108.183792,Apple
73.0,45.0,37.0,23.70467146,74.63745355,6.742688094,181.2783964,Jute
9.0,56.0,17.0,26.13708256,66.7729209,6.261937875,46.48280681,Lentil
25.0,30.0,38.0,28.252886,65.609961,6.54977,863.192797,Groundnut
31.0,58.0,15.0,28.31886863,60.19461399,6.167855382,45.36521251,Lentil
47.0,80.0,77.0,17.18248372,16.42891834,7.561108006,72.85017344,ChickPea
6.0,125.0,204.0,27.92004934,82.93262435,5.733539807,69.92092839,Grapes
9.0,21.0,32.0,32.26935342,53.56092806,5.870116071,95.94035356,Mango
39.0,33.0,39.0,24.97986,60.0,6.691568,911.15751,Soyabean
